time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010462400000	-26.3667	-2.88342	4.82653	1.80176	-0.581628	lidar	0	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4221	-2.65255	4.82491	1.77362	-0.581676	radar	0	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69695
1477010462500000	-26.5035	-2.46503	4.80418	1.76025	-0.571046	lidar	0	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.554	-2.22889	4.80559	1.73602	-0.56558	radar	0	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6051	-2.01757	4.7925	1.71455	-0.561325	lidar	0	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6329	-1.77812	4.7918	1.68837	-0.556814	radar	0	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6302	-1.53538	4.78884	1.65232	-0.563524	lidar	0	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6298	-1.29715	4.78696	1.61539	-0.574775	radar	0	-26.4998	-2.19525	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.633	-1.06837	4.7793	1.58618	-0.575781	lidar	0	-26.5998	-1.14277	-26.6451	-1.04586	-0.161615	4.8271
1477010462850000	-26.6587	-0.836775	4.77827	1.56576	-0.568764	radar	0	-27.2008	-1.67678	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6659	-0.598693	4.7795	1.54083	-0.565907	lidar	0	-26.7355	-0.59539	-26.6485	-0.562812	0.0935412	4.83439
1477010462950000	-26.6541	-0.357554	4.78309	1.50789	-0.573611	radar	0	-26.9891	0.0351491	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6074	-0.0948792	4.79668	1.47002	-0.579737	lidar	0	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.587	0.143021	4.79832	1.441	-0.581922	radar	0	-26.9537	0.136944	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5612	0.404232	4.81538	1.41404	-0.578855	lidar	0	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5442	0.639677	4.81336	1.39584	-0.566799	radar	0	-26.8241	0.381508	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5323	0.898026	4.8297	1.3774	-0.557704	lidar	0	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4906	1.14193	4.83095	1.3592	-0.542313	radar	0	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.431	1.38287	4.83484	1.33048	-0.543272	lidar	0	-26.3986	1.42212	-26.4101	1.35745	1.09052	4.73737
1477010463350000	-26.3905	1.60808	4.82564	1.31375	-0.530887	radar	0	-26.5072	-0.563929	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.331	1.83472	4.82143	1.28847	-0.53021	lidar	0	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2654	2.06459	4.8204	1.26383	-0.52825	radar	0	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.198	2.28006	4.81063	1.23934	-0.527448	lidar	0	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1337	2.5085	4.80706	1.22374	-0.513159	radar	0	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0518	2.74271	4.81322	1.1994	-0.511696	lidar	0	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9623	2.96495	4.81508	1.16999	-0.518788	radar	0	-26.3234	3.02388	-25.884	2.97746	1.90543	4.502
1477010463700000	-25.8632	3.21475	4.83556	1.1454	-0.51634	lidar	0	-25.8345	3.42005	-25.786	3.20139	2.01582	4.45828
1477010463750000	-25.7815	3.439	4.83545	1.12693	-0.509554	radar	0	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6735	3.65316	4.83382	1.10081	-0.510164	lidar	0	-25.6666	3.63509	-25.5737	3.64238	2.23146	4.36404
1477010463850000	-25.5587	3.86289	4.83135	1.07428	-0.511024	radar	0	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4842	4.0682	4.81904	1.06035	-0.502652	lidar	0	-25.7492	3.99967	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3621	4.27391	4.81714	1.03488	-0.502542	radar	0	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2067	4.48255	4.82607	1.00184	-0.508227	lidar	0	-25.0214	4.52803	-25.0862	4.49399	2.64071	4.15058
1477010464050000	-25.056	4.67938	4.82434	0.975247	-0.504712	radar	0	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.935	4.88029	4.82197	0.954916	-0.50098	lidar	0	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7806	5.07156	4.82216	0.927211	-0.501775	radar	0	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6173	5.27252	4.83323	0.899137	-0.503456	lidar	0	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.45	5.45138	4.83533	0.865119	-0.514346	radar	0	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2665	5.62681	4.83906	0.832115	-0.519898	lidar	0	-24.1159	5.61152	-24.2095	5.68415	3.19464	3.77827
1477010464350000	-24.1008	5.79503	4.8365	0.801622	-0.526812	radar	0	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9279	5.96292	4.83522	0.774065	-0.52786	lidar	0	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7759	6.14717	4.82955	0.765414	-0.504664	radar	0	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6055	6.31015	4.82615	0.741229	-0.504044	lidar	0	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4514	6.48629	4.82074	0.729899	-0.48833	radar	0	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2412	6.67143	4.84757	0.703742	-0.488046	lidar	0	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0451	6.81658	4.8437	0.678324	-0.485974	radar	0	-22.7862	5.74144	-22.9928	6.92146	3.74376	3.28769
1477010464700000	-22.8372	6.97748	4.8575	0.652287	-0.486521	lidar	0	-22.6991	7.063	-22.804	7.08393	3.8135	3.21432
1477010464750000	-22.6292	7.11227	4.85878	0.621953	-0.492211	radar	0	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4414	7.26327	4.85987	0.602342	-0.488141	lidar	0	-22.5083	7.31524	-22.4161	7.39781	3.94647	3.06598
1477010464850000	-22.2218	7.38615	4.86764	0.565452	-0.503875	radar	0	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.041	7.54744	4.87175	0.553223	-0.493231	lidar	0	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8556	7.7041	4.86992	0.546146	-0.473377	radar	0	-21.6178	9.0351	-21.8105	7.84064	4.12988	2.84074
1477010465000000	-21.6488	7.84671	4.87749	0.527367	-0.468999	lidar	0	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4553	7.98024	4.87123	0.513613	-0.458567	radar	0	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2176	8.0489	4.86191	0.474338	-0.472241	lidar	0	-21.0852	7.8323	-21.1787	8.24957	4.29447	2.61416
1477010465150000	-21.0219	8.19407	4.85736	0.472698	-0.445681	radar	0	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8377	8.34347	4.85714	0.466686	-0.432584	lidar	0	-21.0519	8.50983	-20.7445	8.50333	4.39406	2.46341
1477010465250000	-20.6065	8.44896	4.86561	0.440665	-0.437441	radar	0	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3681	8.5714	4.88411	0.421272	-0.434469	lidar	0	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1652	8.69669	4.87603	0.417426	-0.413208	radar	0	-20.2277	8.8532	-20.0754	8.85583	4.52884	2.23919
1477010465400000	-19.9565	8.80872	4.87333	0.403284	-0.408092	lidar	0	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7517	8.92756	4.86404	0.400015	-0.38746	radar	0	-19.9264	8.7818	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5214	9.00966	4.86341	0.377019	-0.390409	lidar	0	-19.4861	8.96664	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2905	9.10976	4.86941	0.361447	-0.385864	radar	0	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0196	9.18758	4.89297	0.334401	-0.391059	lidar	0	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8006	9.27416	4.88667	0.32038	-0.385484	radar	0	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5539	9.36929	4.90217	0.304882	-0.381766	lidar	0	-18.4242	9.46852	-18.4446	9.54997	4.78028	1.73429
1477010465750000	-18.2984	9.40405	4.90881	0.267683	-0.401213	radar	0	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0329	9.51215	4.94065	0.256995	-0.392276	lidar	0	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.793	9.58876	4.94081	0.24664	-0.380089	radar	0	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5326	9.68974	4.96612	0.23766	-0.370894	lidar	0	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2928	9.75556	4.9672	0.222397	-0.367919	radar	0	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-17.035	9.87206	4.99391	0.221047	-0.353003	lidar	0	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7893	9.92778	4.99531	0.204686	-0.351355	radar	0	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.5428	10.0409	5.0122	0.20591	-0.33547	lidar	0	-16.5153	10.3091	-16.4915	10.1363	4.97469	1.20937
1477010466150000	-16.2967	10.0975	5.01467	0.190855	-0.334394	radar	0	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0456	10.1509	5.01952	0.176076	-0.332645	lidar	0	-16.0059	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.8022	10.2071	5.01764	0.166407	-0.324685	radar	0	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5561	10.2356	5.01426	0.147042	-0.327338	lidar	0	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2837	10.2483	5.03166	0.116753	-0.343478	radar	0	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-15.0231	10.3142	5.04624	0.110381	-0.334223	lidar	0	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7739	10.3459	5.03955	0.102007	-0.321296	radar	0	-14.724	9.63506	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.5117	10.341	5.04236	0.076649	-0.328744	lidar	0	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2555	10.362	5.04507	0.0621606	-0.325995	radar	0	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.9791	10.488	5.07907	0.0784804	-0.298283	lidar	0	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.7278	10.5366	5.07601	0.079172	-0.27951	radar	0	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618495
1477010466700000	-13.4622	10.5552	5.08467	0.0647091	-0.279634	lidar	0	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.2056	10.5768	5.08691	0.0533718	-0.276723	radar	0	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.9482	10.6711	5.09947	0.0643622	-0.256164	lidar	0	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6918	10.7129	5.101	0.0629432	-0.243625	radar	0	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4315	10.7051	5.10242	0.0438317	-0.249216	lidar	0	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409998
1477010466950000	-12.1765	10.738	5.10098	0.0428549	-0.235536	radar	0	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9205	10.8058	5.10778	0.0486149	-0.221151	lidar	0	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6544	10.8225	5.11436	0.0409373	-0.216285	radar	0	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4035	10.8516	5.11304	0.0362802	-0.211325	lidar	0	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1441	10.8003	5.11961	-0.00342025	-0.245827	radar	0	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.8589	10.7801	5.13865	-0.0217613	-0.25037	lidar	0	-10.6009	10.6822	-10.8753	10.8509	5.18152	0.214317
1477010467250000	-10.6035	10.7756	5.13798	-0.0335058	-0.249808	radar	0	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3525	10.7848	5.13539	-0.040089	-0.245071	lidar	0	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0983	10.8306	5.12903	-0.0252337	-0.213547	radar	0	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.83664	10.8749	5.13584	-0.0203532	-0.200776	lidar	0	-9.83445	11.1032	-9.83808	10.8837	5.19106	0.118212
1477010467450000	-9.59062	10.8653	5.12656	-0.0290192	-0.19768	radar	0	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985663
1477010467500000	-9.32847	10.8897	5.13242	-0.0290851	-0.189621	lidar	0	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07401	10.8763	5.12851	-0.0367526	-0.18507	radar	0	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.81122	10.9033	5.13473	-0.0349007	-0.175991	lidar	0	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.0502481
1477010467650000	-8.55877	10.871	5.12972	-0.0483011	-0.177841	radar	0	-8.83914	10.0319	-8.53954	10.9023	5.19759	0.0376992
1477010467700000	-8.34124	10.8165	5.10121	-0.0691723	-0.187866	lidar	0	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.08458	10.83	5.10033	-0.0641023	-0.17138	radar	0	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79253	10.851	5.12789	-0.0613022	-0.161863	lidar	0	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53047	10.8506	5.12885	-0.058583	-0.147271	radar	0	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539028
1477010467900000	-7.26177	10.8333	5.13789	-0.0663272	-0.147491	lidar	0	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.01208	10.8655	5.12833	-0.049459	-0.118722	radar	0	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84873e-15
